Timestamp,Soil_Moisture,Solar_Radiation,Air_Temperature,Relative_Humidity,VPD,Stress
2026-01-01 11:30:00,65.72,100000,35.15,56.07,2.49,High
2026-01-01 11:35:00,65.41,98201,35.59,55.13,2.61,High
2026-01-01 11:40:00,65.17,97312,34.24,54.89,2.43,High
2026-01-01 11:45:00,65.01,100000,34.53,57.89,2.31,High
2026-01-01 11:50:00,64.71,98488,35.26,54.83,2.58,High
2026-01-01 11:55:00,64.53,97529,35.69,53.45,2.72,High
2026-01-01 12:00:00,64.35,100000,34.01,58.61,2.2,High
2026-01-01 12:05:00,64.23,100000,35.48,53.96,2.66,High
2026-01-01 12:10:00,64.0,100000,34.14,59.89,2.15,High
2026-01-01 12:15:00,63.85,100000,35.65,51.89,2.8,High
2026-01-01 12:20:00,63.55,100000,34.59,58.23,2.3,High
2026-01-01 12:25:00,63.41,97666,35.75,52.27,2.8,High
2026-01-01 12:30:00,63.17,100000,35.49,53.81,2.67,High
2026-01-01 12:35:00,62.85,100000,34.22,59.49,2.18,High
2026-01-01 12:40:00,62.58,100000,35.5,51.5,2.8,High
2026-01-01 12:45:00,62.28,100000,34.51,58.44,2.27,High
2026-01-01 12:50:00,62.14,96230,35.43,56.23,2.52,High
2026-01-01 12:55:00,61.85,99285,35.52,52.65,2.74,High
2026-01-01 13:00:00,61.68,95423,34.65,58.08,2.31,High
2026-01-01 13:05:00,61.38,94163,33.73,57.4,2.23,High
2026-01-01 13:10:00,61.18,94046,35.56,55.05,2.61,High
2026-01-01 13:15:00,61.04,94910,35.54,56.9,2.5,High
2026-01-01 13:20:00,60.86,92040,35.46,57.22,2.47,High
2026-01-01 13:25:00,60.68,92808,33.67,59.92,2.09,High
2026-01-01 13:30:00,60.44,92456,34.6,55.72,2.44,High
2026-01-01 13:35:00,60.13,92783,33.83,55.2,2.36,High
2026-01-01 13:40:00,59.87,91947,34.33,58.5,2.25,High
2026-01-01 13:45:00,59.68,87107,33.9,59.01,2.17,High
2026-01-01 13:50:00,59.5,90789,33.72,59.75,2.11,High
2026-01-01 13:55:00,59.32,87123,33.63,58.06,2.19,High
2026-01-01 14:00:00,59.06,86125,33.18,62.32,1.91,Medium
2026-01-01 14:05:00,58.83,86184,34.64,55.12,2.47,High
2026-01-01 14:10:00,58.59,83060,32.75,60.26,1.97,Medium
2026-01-01 14:15:00,58.43,82936,33.96,57.54,2.25,High
2026-01-01 14:20:00,58.27,84322,33.5,60.73,2.03,High
2026-01-01 14:25:00,58.08,80737,32.62,61.77,1.88,Medium
2026-01-01 14:30:00,57.91,80842,33.98,58.87,2.19,High
2026-01-01 14:35:00,57.7,75135,32.64,59.4,2.0,Medium
2026-01-01 14:40:00,57.45,74041,33.83,57.68,2.23,High
2026-01-01 14:45:00,57.28,76362,32.4,61.44,1.88,Medium
2026-01-01 14:50:00,57.0,70761,33.21,61.12,1.98,Medium
2026-01-01 14:55:00,56.79,71787,31.99,60.47,1.88,Medium
2026-01-01 15:00:00,56.65,68011,32.69,59.3,2.01,High
2026-01-01 15:05:00,56.33,70959,32.45,62.38,1.83,Medium
2026-01-01 15:10:00,56.08,70259,32.6,63.38,1.8,Medium
2026-01-01 15:15:00,55.97,65963,32.71,62.74,1.84,Medium
2026-01-01 15:20:00,55.88,65740,32.94,60.09,2.0,Medium
2026-01-01 15:25:00,55.81,63418,31.5,65.14,1.61,Medium
2026-01-01 15:30:00,55.72,59523,32.12,59.58,1.94,Medium
2026-01-01 15:35:00,55.68,58049,31.27,64.31,1.63,Medium
2026-01-01 15:40:00,55.63,58521,31.05,65.82,1.54,Medium
2026-01-01 15:45:00,55.58,55812,31.26,63.6,1.66,Medium
2026-01-01 15:50:00,55.5,56158,31.14,64.89,1.59,Medium
2026-01-01 15:55:00,55.46,53470,31.86,62.0,1.79,Medium
2026-01-01 16:00:00,55.36,51520,30.7,67.5,1.44,Medium
2026-01-01 16:05:00,55.28,49583,30.69,65.7,1.51,Medium
2026-01-01 16:10:00,55.24,44491,30.14,66.3,1.44,Medium
2026-01-01 16:15:00,55.19,45303,30.21,65.94,1.46,Medium
2026-01-01 16:20:00,55.15,40027,30.32,67.01,1.43,Medium
2026-01-01 16:25:00,55.07,40661,30.01,64.14,1.52,Medium
2026-01-01 16:30:00,55.02,38038,29.33,65.84,1.4,Medium
2026-01-01 16:35:00,54.97,35204,29.32,70.12,1.22,Medium
2026-01-01 16:40:00,54.93,36193,30.24,64.96,1.51,Medium
2026-01-01 16:45:00,54.89,32380,28.61,73.2,1.05,Low
2026-01-01 16:50:00,54.82,31757,29.71,68.59,1.31,Medium
2026-01-01 16:55:00,54.78,26179,30.14,63.81,1.55,Medium
2026-01-01 17:00:00,54.74,26898,28.32,71.24,1.11,Low
2026-01-01 17:05:00,54.68,25369,29.3,66.62,1.36,Medium
2026-01-01 17:10:00,54.6,19331,29.23,70.69,1.19,Low
2026-01-01 17:15:00,54.54,16663,27.78,70.98,1.08,Low
2026-01-01 17:20:00,54.5,16744,29.31,69.89,1.23,Medium
2026-01-01 17:25:00,54.44,15975,28.6,67.84,1.26,Medium
2026-01-01 17:30:00,54.36,13655,28.74,67.61,1.28,Medium
2026-01-01 17:35:00,54.31,9969,28.44,70.17,1.16,Low
2026-01-01 17:40:00,54.24,7762,27.71,74.37,0.95,Low
2026-01-01 17:45:00,54.17,9305,26.73,75.32,0.87,Low
2026-01-01 17:50:00,54.09,3974,27.76,73.55,0.99,Low
2026-01-01 17:55:00,54.03,4030,26.71,74.79,0.88,Low
2026-01-01 18:00:00,53.96,1386,26.87,72.81,0.96,Low
2026-01-01 18:05:00,53.92,0,27.49,75.07,0.91,Low
2026-01-01 18:10:00,53.89,661,26.58,74.14,0.9,Low
2026-01-01 18:15:00,53.82,0,27.18,71.76,1.02,Low
2026-01-01 18:20:00,53.77,2281,25.98,77.45,0.76,Low
2026-01-01 18:25:00,53.71,2688,25.15,75.67,0.78,Low
2026-01-01 18:30:00,53.64,1548,25.93,77.5,0.75,Low
2026-01-01 18:35:00,53.6,1757,25.76,74.3,0.85,Low
2026-01-01 18:40:00,53.55,0,25.99,76.7,0.78,Low
2026-01-01 18:45:00,53.5,0,25.5,78.82,0.69,Low
2026-01-01 18:50:00,53.47,0,25.67,75.46,0.81,Low
2026-01-01 18:55:00,53.4,0,24.48,79.9,0.62,Low
2026-01-01 19:00:00,53.33,0,24.3,80.02,0.61,Low
2026-01-01 19:05:00,53.3,147,25.71,75.55,0.81,Low
2026-01-01 19:10:00,53.27,0,23.98,78.92,0.63,Low
2026-01-01 19:15:00,53.21,0,24.5,82.5,0.54,Low
2026-01-01 19:20:00,53.16,0,24.66,81.5,0.57,Low
2026-01-01 19:25:00,53.1,444,24.85,78.67,0.67,Low
2026-01-01 19:30:00,53.05,0,23.31,85.04,0.43,Low
2026-01-01 19:35:00,52.99,0,24.42,77.27,0.7,Low
2026-01-01 19:40:00,52.94,0,22.73,84.11,0.44,Low
2026-01-01 19:45:00,52.88,0,24.45,81.35,0.57,Low
2026-01-01 19:50:00,52.83,0,23.89,81.19,0.56,Low
2026-01-01 19:55:00,52.78,2160,23.04,85.95,0.4,Low
2026-01-01 20:00:00,52.71,657,23.24,83.98,0.46,Low
2026-01-01 20:05:00,52.67,0,22.27,85.75,0.38,Low
2026-01-01 20:10:00,52.62,0,22.05,82.3,0.47,Low
2026-01-01 20:15:00,52.55,0,22.74,82.08,0.5,Low
2026-01-01 20:20:00,52.48,0,22.82,84.64,0.43,Low
2026-01-01 20:25:00,52.4,750,22.85,84.42,0.43,Low
2026-01-01 20:30:00,52.32,267,21.98,86.33,0.36,Medium
2026-01-01 20:35:00,52.28,0,22.65,81.91,0.5,Low
2026-01-01 20:40:00,52.24,415,22.36,83.31,0.45,Low
2026-01-01 20:45:00,52.19,1198,22.1,87.82,0.32,Low
2026-01-01 20:50:00,52.13,0,21.58,83.6,0.42,Medium
2026-01-01 20:55:00,52.06,0,21.11,84.99,0.38,Medium
2026-01-01 21:00:00,51.98,451,22.02,88.07,0.32,Low
2026-01-01 21:05:00,51.91,0,21.57,83.64,0.42,Medium
2026-01-01 21:10:00,51.87,909,21.04,90.1,0.25,Medium
2026-01-01 21:15:00,51.84,808,21.16,87.29,0.32,Medium
2026-01-01 21:20:00,51.76,0,20.57,89.72,0.25,Medium
2026-01-01 21:25:00,51.69,1162,20.42,87.76,0.29,Medium
2026-01-01 21:30:00,51.64,300,21.28,86.78,0.33,Medium
2026-01-01 21:35:00,51.58,2821,20.19,88.98,0.26,Medium
2026-01-01 21:40:00,51.53,945,21.42,86.98,0.33,Medium
2026-01-01 21:45:00,51.47,0,19.72,92.17,0.18,Medium
2026-01-01 21:50:00,51.4,0,20.77,88.52,0.28,Medium
2026-01-01 21:55:00,51.32,1189,20.04,87.64,0.29,Medium
2026-01-01 22:00:00,51.26,0,20.29,87.28,0.3,Medium
2026-01-01 22:05:00,51.18,0,20.09,92.74,0.17,Medium
2026-01-01 22:10:00,51.13,0,19.83,92.39,0.18,Medium
2026-01-01 22:15:00,51.06,53,20.26,88.05,0.28,Medium
2026-01-01 22:20:00,51.01,0,20.71,88.67,0.28,Medium
2026-01-01 22:25:00,50.93,49,20.52,91.08,0.22,Medium
2026-01-01 22:30:00,50.86,1740,19.16,91.42,0.19,Medium
2026-01-01 22:35:00,50.81,1923,19.56,89.71,0.23,Medium
2026-01-01 22:40:00,50.78,2993,19.66,90.73,0.21,Medium
2026-01-01 22:45:00,50.72,0,19.5,91.46,0.19,Medium
2026-01-01 22:50:00,50.65,0,19.28,89.79,0.23,Medium
2026-01-01 22:55:00,50.62,0,19.46,92.89,0.16,Medium
2026-01-01 23:00:00,50.57,1231,19.76,92.42,0.17,Medium
2026-01-01 23:05:00,50.52,1924,19.56,93.9,0.14,Medium
2026-01-01 23:10:00,50.44,13,18.26,94.53,0.11,Medium
2026-01-01 23:15:00,50.39,0,19.9,90.38,0.22,Medium
2026-01-01 23:20:00,50.35,0,19.57,91.93,0.18,Medium
2026-01-01 23:25:00,50.29,2815,19.03,91.26,0.19,Medium
2026-01-01 23:30:00,50.22,2110,19.37,93.57,0.14,Medium
2026-01-01 23:35:00,50.15,0,18.81,94.05,0.13,Medium
2026-01-01 23:40:00,50.09,0,19.78,87.93,0.28,Medium
2026-01-01 23:45:00,50.03,2984,19.86,91.8,0.19,Medium
2026-01-01 23:50:00,49.98,802,18.2,95.0,0.1,Medium
2026-01-01 23:55:00,49.91,2420,19.39,88.68,0.25,Medium
2026-01-02 00:00:00,77.86,186,18.29,94.33,0.12,Low
2026-01-02 00:05:00,77.8,0,18.34,95.0,0.11,Low
2026-01-02 00:10:00,77.75,2476,18.49,91.33,0.18,Low
2026-01-02 00:15:00,77.68,0,18.53,90.45,0.2,Low
2026-01-02 00:20:00,77.63,1065,19.83,88.33,0.27,Low
2026-01-02 00:25:00,77.58,525,18.74,93.73,0.14,Low
2026-01-02 00:30:00,77.53,2071,18.57,91.49,0.18,Low
2026-01-02 00:35:00,77.47,0,19.06,92.59,0.16,Low
2026-01-02 00:40:00,77.41,0,20.11,92.62,0.17,Low
2026-01-02 00:45:00,77.34,395,18.7,94.1,0.13,Low
2026-01-02 00:50:00,77.26,638,18.29,93.92,0.13,Low
2026-01-02 00:55:00,77.22,1793,18.8,93.4,0.14,Low
2026-01-02 01:00:00,77.15,725,19.55,92.11,0.18,Low
2026-01-02 01:05:00,77.07,2030,19.64,91.6,0.19,Low
2026-01-02 01:10:00,77.02,0,19.66,90.42,0.22,Low
2026-01-02 01:15:00,76.95,0,19.89,89.03,0.25,Low
2026-01-02 01:20:00,76.87,0,18.83,92.92,0.15,Low
2026-01-02 01:25:00,76.83,2480,19.61,92.89,0.16,Low
2026-01-02 01:30:00,76.76,0,20.26,91.24,0.21,Low
2026-01-02 01:35:00,76.72,0,19.35,94.26,0.13,Low
2026-01-02 01:40:00,76.64,2160,20.68,89.78,0.25,Low
2026-01-02 01:45:00,76.57,1827,20.76,87.45,0.31,Low
2026-01-02 01:50:00,76.51,219,18.93,92.19,0.17,Low
2026-01-02 01:55:00,76.43,507,20.33,91.17,0.21,Low
2026-01-02 02:00:00,76.36,0,19.29,88.79,0.25,Low
2026-01-02 02:05:00,76.33,2491,20.28,87.68,0.29,Low
2026-01-02 02:10:00,76.28,2456,20.9,86.74,0.33,Low
2026-01-02 02:15:00,76.22,2677,19.63,89.68,0.24,Low
2026-01-02 02:20:00,76.17,2323,19.64,88.64,0.26,Low
2026-01-02 02:25:00,76.12,1458,20.89,90.63,0.23,Low
2026-01-02 02:30:00,76.08,0,21.14,86.87,0.33,Low
2026-01-02 02:35:00,76.05,0,20.74,91.01,0.22,Low
2026-01-02 02:40:00,75.98,0,20.61,91.29,0.21,Low
2026-01-02 02:45:00,75.9,1114,20.18,89.84,0.24,Low
2026-01-02 02:50:00,75.86,0,20.82,86.25,0.34,Low
2026-01-02 02:55:00,75.8,0,21.92,86.57,0.35,Low
2026-01-02 03:00:00,75.76,0,21.54,88.18,0.3,Low
2026-01-02 03:05:00,75.69,387,20.72,85.76,0.35,Low
2026-01-02 03:10:00,75.64,0,21.01,89.9,0.25,Low
2026-01-02 03:15:00,75.57,2403,21.02,84.67,0.38,Low
2026-01-02 03:20:00,75.53,0,21.15,85.87,0.35,Low
2026-01-02 03:25:00,75.46,0,22.31,81.77,0.49,Low
2026-01-02 03:30:00,75.43,0,21.61,84.35,0.4,Low
2026-01-02 03:35:00,75.38,156,22.75,85.14,0.41,Low
2026-01-02 03:40:00,75.32,79,22.97,80.83,0.54,Low
2026-01-02 03:45:00,75.25,0,23.45,83.77,0.47,Low
2026-01-02 03:50:00,75.21,0,22.74,86.47,0.37,Low
2026-01-02 03:55:00,75.16,0,22.81,84.66,0.43,Low
2026-01-02 04:00:00,75.1,0,23.82,78.7,0.63,Low
2026-01-02 04:05:00,75.04,0,22.28,85.55,0.39,Low
2026-01-02 04:10:00,74.99,2967,22.96,83.38,0.47,Low
2026-01-02 04:15:00,74.92,0,23.67,82.76,0.5,Low
2026-01-02 04:20:00,74.88,1613,23.92,82.31,0.53,Low
2026-01-02 04:25:00,74.82,0,23.68,80.57,0.57,Low
2026-01-02 04:30:00,74.76,0,23.77,80.89,0.56,Low
2026-01-02 04:35:00,74.73,0,23.85,83.68,0.48,Low
2026-01-02 04:40:00,74.66,0,24.93,76.25,0.75,Low
2026-01-02 04:45:00,74.6,338,25.05,78.9,0.67,Low
2026-01-02 04:50:00,74.54,0,24.25,79.34,0.63,Low
2026-01-02 04:55:00,74.46,2208,25.26,79.22,0.67,Low
2026-01-02 05:00:00,74.42,0,25.13,78.67,0.68,Low
2026-01-02 05:05:00,74.35,0,25.41,75.2,0.81,Low
2026-01-02 05:10:00,74.28,1575,25.0,78.94,0.67,Low
2026-01-02 05:15:00,74.22,2847,26.13,77.81,0.75,Low
2026-01-02 05:20:00,74.14,0,25.9,79.01,0.7,Low
2026-01-02 05:25:00,74.1,0,25.32,78.99,0.68,Low
2026-01-02 05:30:00,74.04,0,25.64,79.26,0.68,Low
2026-01-02 05:35:00,74.01,0,25.93,77.16,0.76,Low
2026-01-02 05:40:00,73.96,0,26.79,73.89,0.92,Low
2026-01-02 05:45:00,73.9,1329,26.22,77.36,0.77,Low
2026-01-02 05:50:00,73.84,0,25.82,74.56,0.85,Low
2026-01-02 05:55:00,73.79,0,27.17,74.47,0.92,Low
2026-01-02 06:00:00,73.75,0,26.88,75.7,0.86,Low
2026-01-02 06:05:00,73.7,880,27.03,74.89,0.9,Low
2026-01-02 06:10:00,73.64,1634,27.68,71.7,1.05,Low
2026-01-02 06:15:00,73.6,5348,26.54,73.23,0.93,Low
2026-01-02 06:20:00,73.53,7684,27.21,70.47,1.07,Low
2026-01-02 06:25:00,73.48,10167,27.22,74.61,0.92,Low
2026-01-02 06:30:00,73.41,14889,28.71,67.4,1.28,Low
2026-01-02 06:35:00,73.33,12324,27.3,75.73,0.88,Low
2026-01-02 06:40:00,73.28,17805,28.54,71.61,1.11,Low
2026-01-02 06:45:00,73.21,16634,27.79,71.03,1.08,Low
2026-01-02 06:50:00,73.18,23636,28.97,71.89,1.12,Low
2026-01-02 06:55:00,73.12,22228,29.59,68.48,1.31,Low
2026-01-02 07:00:00,73.08,24743,28.86,68.65,1.25,Low
2026-01-02 07:05:00,73.02,28045,28.57,67.96,1.25,Low
2026-01-02 07:10:00,72.95,29166,30.22,67.86,1.38,Low
2026-01-02 07:15:00,72.91,30561,30.2,64.42,1.53,Low
2026-01-02 07:20:00,72.87,35763,29.94,68.07,1.35,Low
2026-01-02 07:25:00,72.8,36208,30.45,67.5,1.41,Low
2026-01-02 07:30:00,72.72,40813,29.96,67.48,1.38,Low
2026-01-02 07:35:00,72.67,42460,30.47,66.68,1.45,Low
2026-01-02 07:40:00,72.62,41915,29.52,66.93,1.36,Low
2026-01-02 07:45:00,72.55,44272,29.65,66.67,1.39,Low
2026-01-02 07:50:00,72.45,48165,29.81,64.9,1.47,Low
2026-01-02 07:55:00,72.38,48788,31.56,63.46,1.69,Medium
2026-01-02 08:00:00,72.32,51750,31.11,66.83,1.5,Low
2026-01-02 08:05:00,72.25,52788,31.77,61.86,1.79,Medium
2026-01-02 08:10:00,72.15,51101,30.6,63.24,1.61,Medium
2026-01-02 08:15:00,72.1,56842,31.13,64.42,1.61,Medium
2026-01-02 08:20:00,72.02,56984,31.08,64.14,1.62,Medium
2026-01-02 08:25:00,71.96,58368,31.05,63.29,1.65,Medium
2026-01-02 08:30:00,71.88,61463,31.55,65.18,1.61,Medium
2026-01-02 08:35:00,71.82,60159,31.14,65.45,1.56,Low
2026-01-02 08:40:00,71.68,65218,32.59,63.48,1.8,Medium
2026-01-02 08:45:00,71.62,66431,31.94,60.38,1.88,Medium
2026-01-02 08:50:00,71.5,68749,33.34,58.67,2.12,Medium
2026-01-02 08:55:00,71.36,68008,33.41,58.42,2.14,Medium
2026-01-02 09:00:00,71.09,71731,33.28,61.42,1.97,Medium
2026-01-02 09:05:00,70.88,72394,33.15,60.63,2.0,Medium
2026-01-02 09:10:00,70.72,72903,32.62,59.05,2.02,Medium
2026-01-02 09:15:00,70.57,75101,33.91,56.37,2.31,Medium
2026-01-02 09:20:00,70.29,78671,32.28,59.36,1.96,Medium
2026-01-02 09:25:00,70.1,80290,33.91,55.24,2.37,Medium
2026-01-02 09:30:00,69.95,77121,33.88,57.34,2.25,High
2026-01-02 09:35:00,69.79,82271,34.11,59.39,2.17,High
2026-01-02 09:40:00,69.62,81380,33.43,60.17,2.05,High
2026-01-02 09:45:00,69.41,81856,33.54,60.35,2.06,High
2026-01-02 09:50:00,69.2,83195,33.82,60.08,2.1,High
2026-01-02 09:55:00,68.87,84698,34.51,59.31,2.23,High
2026-01-02 10:00:00,68.65,85293,33.85,57.43,2.25,High
2026-01-02 10:05:00,68.5,89574,34.95,57.43,2.39,High
2026-01-02 10:10:00,68.26,89548,33.6,60.97,2.03,High
2026-01-02 10:15:00,68.08,91762,33.38,61.33,1.99,Medium
2026-01-02 10:20:00,67.93,89267,34.78,58.45,2.31,High
2026-01-02 10:25:00,67.72,94209,34.2,55.68,2.38,High
2026-01-02 10:30:00,67.5,89547,34.09,54.91,2.41,High
2026-01-02 10:35:00,67.37,96167,33.93,57.22,2.27,High
2026-01-02 10:40:00,67.09,96004,35.38,55.53,2.55,High
2026-01-02 10:45:00,66.82,93414,33.85,60.12,2.1,High
2026-01-02 10:50:00,66.7,96604,33.91,57.7,2.24,High
2026-01-02 10:55:00,66.47,94540,33.84,60.18,2.1,High
2026-01-02 11:00:00,66.29,96759,35.18,52.75,2.68,High
2026-01-02 11:05:00,66.01,94420,34.37,56.46,2.36,High
2026-01-02 11:10:00,65.77,95294,34.72,58.56,2.29,High
2026-01-02 11:15:00,65.61,98170,33.88,56.53,2.3,High
2026-01-02 11:20:00,65.41,99169,34.74,54.55,2.52,High
2026-01-02 11:25:00,65.27,96349,35.24,57.81,2.4,High
2026-01-02 11:30:00,65.04,99188,34.98,58.47,2.33,High
2026-01-02 11:35:00,64.72,99226,34.73,56.93,2.39,High
2026-01-02 11:40:00,64.53,96716,34.48,58.43,2.27,High
2026-01-02 11:45:00,64.26,100000,35.45,56.1,2.53,High
2026-01-02 11:50:00,63.97,97170,34.66,56.56,2.4,High
2026-01-02 11:55:00,63.71,100000,34.35,56.79,2.34,High
2026-01-02 12:00:00,63.43,100000,35.26,52.27,2.72,High
2026-01-02 12:05:00,63.27,98736,34.91,52.96,2.63,High
2026-01-02 12:10:00,62.95,100000,34.08,57.72,2.26,High
2026-01-02 12:15:00,62.79,98305,35.07,56.86,2.43,High
2026-01-02 12:20:00,62.6,100000,34.68,58.42,2.3,High
2026-01-02 12:25:00,62.33,98613,34.2,59.67,2.17,High
2026-01-02 12:30:00,62.1,98464,35.72,56.68,2.53,High
2026-01-02 12:35:00,61.82,100000,34.9,55.84,2.47,High
2026-01-02 12:40:00,61.53,95954,35.33,55.35,2.56,High
2026-01-02 12:45:00,61.28,97005,34.94,53.12,2.63,High
2026-01-02 12:50:00,61.02,98245,34.42,56.38,2.38,High
2026-01-02 12:55:00,60.82,94388,34.47,58.93,2.24,High
2026-01-02 13:00:00,60.51,95239,35.72,56.72,2.53,High
2026-01-02 13:05:00,60.23,96830,33.83,57.37,2.25,High
2026-01-02 13:10:00,59.98,98088,34.99,53.38,2.62,High
2026-01-02 13:15:00,59.7,91901,35.14,52.59,2.69,High
2026-01-02 13:20:00,59.46,93266,34.25,57.63,2.29,High
2026-01-02 13:25:00,59.18,95893,34.81,55.16,2.5,High
2026-01-02 13:30:00,58.93,92564,34.54,55.95,2.41,High
2026-01-02 13:35:00,58.71,89211,33.82,59.62,2.13,High
2026-01-02 13:40:00,58.53,91000,34.02,56.31,2.33,High
2026-01-02 13:45:00,58.23,92665,34.07,56.36,2.33,High
2026-01-02 13:50:00,58.01,86436,34.08,59.74,2.15,High
2026-01-02 13:55:00,57.75,87343,34.81,53.46,2.59,High
2026-01-02 14:00:00,57.62,85520,34.62,55.46,2.45,High
2026-01-02 14:05:00,57.35,87839,33.92,60.08,2.11,High
2026-01-02 14:10:00,57.13,85165,34.6,58.18,2.3,High
2026-01-02 14:15:00,56.85,81352,32.89,58.18,2.09,High
2026-01-02 14:20:00,56.56,82239,32.61,60.22,1.96,Medium
2026-01-02 14:25:00,56.38,81316,33.55,56.34,2.27,High
2026-01-02 14:30:00,56.1,80648,34.35,57.16,2.32,High
2026-01-02 14:35:00,55.85,75430,33.89,60.9,2.07,Medium
2026-01-02 14:40:00,55.55,77685,33.03,59.1,2.06,High
2026-01-02 14:45:00,55.23,76022,33.58,56.87,2.24,High
2026-01-02 14:50:00,55.09,76192,32.76,57.98,2.09,High
2026-01-02 14:55:00,54.82,70224,32.08,61.14,1.86,Medium
2026-01-02 15:00:00,54.53,73356,32.35,63.97,1.75,Medium
2026-01-02 15:05:00,54.46,69961,32.03,62.63,1.78,Medium
2026-01-02 15:10:00,54.38,67759,32.01,62.39,1.79,Medium
2026-01-02 15:15:00,54.25,63859,33.16,60.69,1.99,Medium
